2017-09-07 13:26:30   mouse movement trajectory: ( 66, 550 )
2017-09-14 00:55:33   mouse movement trajectory: ( 156, 370 )
2017-09-14 00:55:33   mouse movement trajectory: ( 152, 378 )
2017-09-14 00:55:33   mouse movement trajectory: ( 148, 390 )
2017-09-14 00:55:33   mouse movement trajectory: ( 118, 382 )
2017-09-14 00:55:33   mouse movement trajectory: ( 280, 320 )
2017-09-14 00:55:33   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:55:33   mouse movement trajectory: ( 404, 298 )
2017-09-14 00:55:33   mouse movement trajectory: ( 424, 296 )
2017-09-14 00:55:33   mouse movement trajectory: ( 198, 338 )
2017-09-14 00:55:33   mouse movement trajectory: ( 428, 296 )
2017-09-14 00:55:33   mouse movement trajectory: ( 430, 296 )
2017-09-14 00:55:33   mouse movement trajectory: ( 184, 338 )
2017-09-14 00:55:33   mouse movement trajectory: ( 434, 296 )
2017-09-14 00:55:33   mouse movement trajectory: ( 180, 338 )
2017-09-14 00:55:34   mouse movement trajectory: ( 176, 338 )
2017-09-14 00:55:34   mouse movement trajectory: ( 174, 336 )
2017-09-14 00:55:34   mouse movement trajectory: ( 436, 296 )
2017-09-14 00:55:34   mouse movement trajectory: ( 174, 332 )
2017-09-14 00:55:34   mouse movement trajectory: ( 142, 402 )
2017-09-14 00:55:34   mouse movement trajectory: ( 144, 402 )
2017-09-14 00:55:34   mouse movement trajectory: ( 146, 402 )
2017-09-14 00:55:34   mouse movement trajectory: ( 436, 298 )
2017-09-14 00:55:34   mouse movement trajectory: ( 150, 402 )
2017-09-14 00:55:34   mouse movement trajectory: ( 438, 300 )
2017-09-14 00:55:34   mouse movement trajectory: ( 438, 302 )
2017-09-14 00:55:34   mouse movement trajectory: ( 154, 402 )
2017-09-14 00:55:34   mouse movement trajectory: ( 440, 306 )
2017-09-14 00:55:34   mouse movement trajectory: ( 440, 310 )
2017-09-14 00:55:34   mouse movement trajectory: ( 440, 314 )
2017-09-14 00:55:34   mouse movement trajectory: ( 440, 318 )
2017-09-14 00:55:34   mouse movement trajectory: ( 440, 320 )
2017-09-14 00:55:34   mouse movement trajectory: ( 158, 402 )
2017-09-14 00:55:34   mouse movement trajectory: ( 160, 402 )
2017-09-14 00:55:35   mouse movement trajectory: ( 162, 402 )
2017-09-14 00:55:35   mouse movement trajectory: ( 174, 330 )
2017-09-14 00:55:35   mouse movement trajectory: ( 172, 328 )
2017-09-14 00:55:35   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:55:35   mouse movement trajectory: ( 172, 324 )
2017-09-14 00:55:35   mouse movement trajectory: ( 234, 320 )
2017-09-14 00:55:35   mouse movement trajectory: ( 230, 328 )
2017-09-14 00:55:35   mouse movement trajectory: ( 134, 394 )
2017-09-14 00:55:35   mouse movement trajectory: ( 228, 328 )
2017-09-14 00:55:35   mouse movement trajectory: ( 114, 388 )
2017-09-14 00:55:35   mouse movement trajectory: ( 168, 336 )
2017-09-14 00:55:35   mouse movement trajectory: ( 112, 388 )
2017-09-14 00:55:35   mouse movement trajectory: ( 442, 320 )
2017-09-14 00:55:35   mouse movement trajectory: ( 446, 320 )
2017-09-14 00:55:35   mouse movement trajectory: ( 220, 332 )
2017-09-14 00:55:36   mouse movement trajectory: ( 450, 320 )
2017-09-14 00:55:36   mouse movement trajectory: ( 472, 316 )
2017-09-14 00:55:36   mouse movement trajectory: ( 512, 312 )
2017-09-14 00:55:36   mouse movement trajectory: ( 112, 386 )
2017-09-14 00:55:36   mouse movement trajectory: ( 534, 312 )
2017-09-14 00:55:36   mouse movement trajectory: ( 214, 334 )
2017-09-14 00:55:36   mouse movement trajectory: ( 576, 310 )
2017-09-14 00:55:36   mouse movement trajectory: ( 602, 312 )
2017-09-14 00:55:36   mouse movement trajectory: ( 614, 314 )
2017-09-14 00:55:36   mouse movement trajectory: ( 632, 322 )
2017-09-14 00:55:36   mouse movement trajectory: ( 648, 330 )
2017-09-14 00:55:36   mouse movement trajectory: ( 654, 336 )
2017-09-14 00:55:36   mouse movement trajectory: ( 664, 342 )
2017-09-14 00:55:36   mouse movement trajectory: ( 674, 350 )
2017-09-14 00:55:36   mouse movement trajectory: ( 676, 350 )
2017-09-14 00:55:36   mouse movement trajectory: ( 166, 340 )
2017-09-14 00:55:36   mouse movement trajectory: ( 680, 352 )
2017-09-14 00:55:36   mouse movement trajectory: ( 682, 354 )
2017-09-14 00:55:37   mouse movement trajectory: ( 110, 386 )
2017-09-14 00:55:37   mouse movement trajectory: ( 682, 356 )
2017-09-14 00:55:37   mouse movement trajectory: ( 674, 360 )
2017-09-14 00:55:37   mouse movement trajectory: ( 204, 336 )
2017-09-14 00:55:37   mouse movement trajectory: ( 622, 372 )
2017-09-14 00:55:37   mouse movement trajectory: ( 560, 380 )
2017-09-14 00:55:37   mouse movement trajectory: ( 162, 356 )
2017-09-14 00:55:37   mouse movement trajectory: ( 536, 382 )
2017-09-14 00:55:37   mouse movement trajectory: ( 500, 384 )
2017-09-14 00:55:37   mouse movement trajectory: ( 156, 370 )
2017-09-14 00:55:37   mouse movement trajectory: ( 492, 384 )
2017-09-14 00:55:37   mouse movement trajectory: ( 152, 378 )
2017-09-14 00:55:37   mouse movement trajectory: ( 482, 384 )
2017-09-14 00:55:37   mouse movement trajectory: ( 480, 384 )
2017-09-14 00:55:37   mouse movement trajectory: ( 148, 390 )
2017-09-14 00:55:37   mouse movement trajectory: ( 118, 382 )
2017-09-14 00:55:37   mouse movement trajectory: ( 280, 320 )
2017-09-14 00:55:37   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:55:38   mouse movement trajectory: ( 404, 298 )
2017-09-14 00:55:38   mouse movement trajectory: ( 424, 296 )
2017-09-14 00:55:38   mouse movement trajectory: ( 198, 338 )
2017-09-14 00:55:38   mouse movement trajectory: ( 428, 296 )
2017-09-14 00:55:38   mouse movement trajectory: ( 430, 296 )
2017-09-14 00:55:38   mouse movement trajectory: ( 184, 338 )
2017-09-14 00:55:38   mouse movement trajectory: ( 434, 296 )
2017-09-14 00:55:38   mouse movement trajectory: ( 484, 386 )
2017-09-14 00:55:38   mouse movement trajectory: ( 180, 338 )
2017-09-14 00:55:38   mouse movement trajectory: ( 500, 388 )
2017-09-14 00:55:38   mouse movement trajectory: ( 512, 388 )
2017-09-14 00:55:38   mouse movement trajectory: ( 176, 338 )
2017-09-14 00:55:38   mouse movement trajectory: ( 530, 390 )
2017-09-14 00:55:38   mouse movement trajectory: ( 540, 390 )
2017-09-14 00:55:38   mouse movement trajectory: ( 174, 336 )
2017-09-14 00:55:38   mouse movement trajectory: ( 550, 392 )
2017-09-14 00:55:38   mouse movement trajectory: ( 580, 398 )
2017-09-14 00:55:39   mouse movement trajectory: ( 622, 408 )
2017-09-14 00:55:39   mouse movement trajectory: ( 436, 296 )
2017-09-14 00:55:39   mouse movement trajectory: ( 648, 414 )
2017-09-14 00:55:39   mouse movement trajectory: ( 174, 332 )
2017-09-14 00:55:39   mouse movement trajectory: ( 142, 402 )
2017-09-14 00:55:39   mouse movement trajectory: ( 686, 424 )
2017-09-14 00:55:39   mouse movement trajectory: ( 696, 426 )
2017-09-14 00:55:39   mouse movement trajectory: ( 706, 428 )
2017-09-14 00:55:39   mouse movement trajectory: ( 718, 432 )
2017-09-14 00:55:39   mouse movement trajectory: ( 720, 432 )
2017-09-14 00:55:39   mouse movement trajectory: ( 722, 432 )
2017-09-14 00:55:39   mouse movement trajectory: ( 144, 402 )
2017-09-14 00:55:39   mouse movement trajectory: ( 146, 402 )
2017-09-14 00:55:39   mouse movement trajectory: ( 436, 298 )
2017-09-14 00:55:39   mouse movement trajectory: ( 150, 402 )
2017-09-14 00:55:39   mouse movement trajectory: ( 722, 430 )
2017-09-14 00:55:39   mouse movement trajectory: ( 690, 262 )
2017-09-14 00:55:39   mouse movement trajectory: ( 438, 300 )
2017-09-14 00:55:40   mouse movement trajectory: ( 676, 108 )
2017-09-14 00:55:40   mouse movement trajectory: ( 438, 302 )
2017-09-14 00:55:40   mouse movement trajectory: ( 678, 52 )
2017-09-14 00:55:40   mouse movement trajectory: ( 680, 40 )
2017-09-14 00:55:40   mouse movement trajectory: ( 684, 32 )
2017-09-14 00:55:40   mouse movement trajectory: ( 686, 24 )
2017-09-14 00:55:40   mouse movement trajectory: ( 688, 20 )
2017-09-14 00:55:40   mouse movement trajectory: ( 154, 402 )
2017-09-14 00:55:40   mouse movement trajectory: ( 440, 306 )
2017-09-14 00:55:40   mouse movement trajectory: ( 688, 18 )
2017-09-14 00:55:40   mouse movement trajectory: ( 440, 310 )
2017-09-14 00:55:40   mouse movement trajectory: ( 440, 314 )
2017-09-14 00:55:40   mouse movement trajectory: ( 690, 18 )
2017-09-14 00:55:40   mouse movement trajectory: ( 690, 20 )
2017-09-14 00:55:40   mouse movement trajectory: ( 440, 318 )
2017-09-14 00:55:40   mouse movement trajectory: ( 690, 26 )
2017-09-14 00:55:40   mouse movement trajectory: ( 440, 320 )
2017-09-14 00:55:40   mouse movement trajectory: ( 158, 402 )
2017-09-14 00:55:41   mouse movement trajectory: ( 160, 402 )
2017-09-14 00:55:41   mouse movement trajectory: ( 690, 28 )
2017-09-14 00:55:41   mouse movement trajectory: ( 690, 30 )
2017-09-14 00:55:41   mouse movement trajectory: ( 162, 402 )
2017-09-14 00:55:41   mouse movement trajectory: ( 174, 330 )
2017-09-14 00:55:41   mouse movement trajectory: ( 172, 328 )
2017-09-14 00:55:41   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:55:41   mouse movement trajectory: ( 172, 324 )
2017-09-14 00:55:41   mouse movement trajectory: ( 234, 320 )
2017-09-14 00:55:41   mouse movement trajectory: ( 230, 328 )
2017-09-14 00:55:41   mouse movement trajectory: ( 134, 394 )
2017-09-14 00:55:41   mouse movement trajectory: ( 228, 328 )
2017-09-14 00:55:41   mouse movement trajectory: ( 114, 388 )
2017-09-14 00:55:41   mouse movement trajectory: ( 680, 30 )
2017-09-14 00:55:41   mouse movement trajectory: ( 168, 336 )
2017-09-14 00:55:41   mouse movement trajectory: ( 112, 388 )
2017-09-14 00:55:41   mouse movement trajectory: ( 644, 26 )
2017-09-14 00:55:41   mouse movement trajectory: ( 618, 24 )
2017-09-14 00:55:41   mouse movement trajectory: ( 560, 22 )
2017-09-14 00:55:42   mouse movement trajectory: ( 538, 22 )
2017-09-14 00:55:42   mouse movement trajectory: ( 506, 24 )
2017-09-14 00:55:42   mouse movement trajectory: ( 442, 320 )
2017-09-14 00:55:42   mouse movement trajectory: ( 486, 26 )
2017-09-14 00:55:42   mouse movement trajectory: ( 446, 320 )
2017-09-14 00:55:42   mouse movement trajectory: ( 482, 28 )
2017-09-14 00:55:42   mouse movement trajectory: ( 478, 28 )
2017-09-14 00:55:42   mouse movement trajectory: ( 476, 28 )
2017-09-14 00:55:42   mouse movement trajectory: ( 474, 30 )
2017-09-14 00:55:42   mouse movement trajectory: ( 472, 30 )
2017-09-14 00:55:42   mouse movement trajectory: ( 468, 34 )
2017-09-14 00:55:42   mouse movement trajectory: ( 466, 34 )
2017-09-14 00:55:42   mouse movement trajectory: ( 464, 34 )
2017-09-14 00:55:42   mouse movement trajectory: ( 220, 332 )
2017-09-14 00:55:42   mouse movement trajectory: ( 450, 320 )
2017-09-14 00:55:42   mouse movement trajectory: ( 462, 34 )
2017-09-14 00:55:42   mouse movement trajectory: ( 472, 316 )
2017-09-14 00:55:42   mouse movement trajectory: ( 512, 312 )
2017-09-14 00:55:42   mouse movement trajectory: ( 112, 386 )
2017-09-14 00:55:43   mouse movement trajectory: ( 534, 312 )
2017-09-14 00:55:43   mouse movement trajectory: ( 214, 334 )
2017-09-14 00:55:43   mouse movement trajectory: ( 576, 310 )
2017-09-14 00:55:43   mouse movement trajectory: ( 460, 34 )
2017-09-14 00:55:43   mouse movement trajectory: ( 454, 34 )
2017-09-14 00:55:43   mouse movement trajectory: ( 602, 312 )
2017-09-14 00:55:43   mouse movement trajectory: ( 434, 34 )
2017-09-14 00:55:43   mouse movement trajectory: ( 614, 314 )
2017-09-14 00:55:43   mouse movement trajectory: ( 632, 322 )
2017-09-14 00:55:43   mouse movement trajectory: ( 418, 30 )
2017-09-14 00:55:43   mouse movement trajectory: ( 376, 24 )
2017-09-14 00:55:43   mouse movement trajectory: ( 648, 330 )
2017-09-14 00:55:43   mouse movement trajectory: ( 350, 16 )
2017-09-14 00:55:43   mouse movement trajectory: ( 342, 14 )
2017-09-14 00:55:44   mouse movement trajectory: ( 328, 12 )
2017-09-14 00:55:44   mouse movement trajectory: ( 318, 12 )
2017-09-14 00:55:44   mouse movement trajectory: ( 316, 12 )
2017-09-14 00:55:44   mouse movement trajectory: ( 654, 336 )
2017-09-14 00:55:44   mouse movement trajectory: ( 664, 342 )
2017-09-14 00:55:44   mouse movement trajectory: ( 316, 14 )
2017-09-14 00:55:44   mouse movement trajectory: ( 314, 16 )
2017-09-14 00:55:44   mouse movement trajectory: ( 674, 350 )
2017-09-14 00:55:44   mouse movement trajectory: ( 314, 18 )
2017-09-14 00:55:44   mouse movement trajectory: ( 314, 20 )
2017-09-14 00:55:44   mouse movement trajectory: ( 676, 350 )
2017-09-14 00:55:44   mouse movement trajectory: ( 314, 22 )
2017-09-14 00:55:44   mouse movement trajectory: ( 166, 340 )
2017-09-14 00:55:44   mouse movement trajectory: ( 312, 22 )
2017-09-14 00:55:44   mouse movement trajectory: ( 680, 352 )
2017-09-14 00:55:44   mouse movement trajectory: ( 310, 24 )
2017-09-14 00:55:44   mouse movement trajectory: ( 308, 24 )
2017-09-14 00:55:44   mouse movement trajectory: ( 306, 26 )
2017-09-14 00:55:44   mouse movement trajectory: ( 304, 26 )
2017-09-14 00:55:45   mouse movement trajectory: ( 682, 354 )
2017-09-14 00:55:45   mouse movement trajectory: ( 302, 28 )
2017-09-14 00:55:45   mouse movement trajectory: ( 300, 28 )
2017-09-14 00:55:45   mouse movement trajectory: ( 110, 386 )
2017-09-14 00:55:45   mouse movement trajectory: ( 682, 356 )
2017-09-14 00:55:45   mouse movement trajectory: ( 674, 360 )
2017-09-14 00:55:45   mouse movement trajectory: ( 204, 336 )
2017-09-14 00:55:45   mouse movement trajectory: ( 622, 372 )
2017-09-14 00:55:45   mouse movement trajectory: ( 298, 28 )
2017-09-14 00:55:45   mouse movement trajectory: ( 298, 30 )
2017-09-14 00:55:45   mouse movement trajectory: ( 296, 30 )
2017-09-14 00:55:45   mouse movement trajectory: ( 294, 30 )
2017-09-14 00:55:45   mouse movement trajectory: ( 560, 380 )
2017-09-14 00:55:45   mouse movement trajectory: ( 162, 356 )
2017-09-14 00:55:45   mouse movement trajectory: ( 536, 382 )
2017-09-14 00:55:45   mouse movement trajectory: ( 500, 384 )
2017-09-14 00:55:45   mouse movement trajectory: ( 156, 370 )
2017-09-14 00:55:46   mouse movement trajectory: ( 492, 384 )
2017-09-14 00:55:46   mouse movement trajectory: ( 294, 32 )
2017-09-14 00:55:46   mouse movement trajectory: ( 152, 378 )
2017-09-14 00:55:46   mouse movement trajectory: ( 290, 32 )
2017-09-14 00:55:46   mouse movement trajectory: ( 274, 44 )
2017-09-14 00:55:46   mouse movement trajectory: ( 234, 74 )
2017-09-14 00:55:46   mouse movement trajectory: ( 482, 384 )
2017-09-14 00:55:46   mouse movement trajectory: ( 210, 94 )
2017-09-14 00:55:46   mouse movement trajectory: ( 160, 132 )
2017-09-14 00:55:46   mouse movement trajectory: ( 480, 384 )
2017-09-14 00:55:46   mouse movement trajectory: ( 132, 156 )
2017-09-14 00:55:46   mouse movement trajectory: ( 118, 170 )
2017-09-14 00:55:46   mouse movement trajectory: ( 148, 390 )
2017-09-14 00:55:46   mouse movement trajectory: ( 96, 196 )
2017-09-14 00:55:46   mouse movement trajectory: ( 118, 382 )
2017-09-14 00:55:46   mouse movement trajectory: ( 82, 216 )
2017-09-14 00:55:46   mouse movement trajectory: ( 280, 320 )
2017-09-14 00:55:46   mouse movement trajectory: ( 78, 222 )
2017-09-14 00:55:47   mouse movement trajectory: ( 74, 230 )
2017-09-14 00:55:47   mouse movement trajectory: ( 72, 236 )
2017-09-14 00:55:47   mouse movement trajectory: ( 72, 238 )
2017-09-14 00:55:47   mouse movement trajectory: ( 70, 240 )
2017-09-14 00:55:47   mouse movement trajectory: ( 68, 244 )
2017-09-14 00:55:47   mouse movement trajectory: ( 68, 248 )
2017-09-14 00:55:47   mouse movement trajectory: ( 66, 254 )
2017-09-14 00:55:47   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:55:47   mouse movement trajectory: ( 404, 298 )
2017-09-14 00:55:47   mouse movement trajectory: ( 424, 296 )
2017-09-14 00:55:47   mouse movement trajectory: ( 198, 338 )
2017-09-14 00:55:47   mouse movement trajectory: ( 428, 296 )
2017-09-14 00:55:47   mouse movement trajectory: ( 430, 296 )
2017-09-14 00:55:47   mouse movement trajectory: ( 184, 338 )
2017-09-14 00:55:47   mouse movement trajectory: ( 434, 296 )
2017-09-14 00:55:47   mouse movement trajectory: ( 484, 386 )
2017-09-14 00:55:47   mouse movement trajectory: ( 180, 338 )
2017-09-14 00:55:48   mouse movement trajectory: ( 500, 388 )
2017-09-14 00:55:48   mouse movement trajectory: ( 512, 388 )
2017-09-14 00:55:48   mouse movement trajectory: ( 66, 256 )
2017-09-14 00:55:48   mouse movement trajectory: ( 68, 258 )
2017-09-14 00:55:48   mouse movement trajectory: ( 70, 260 )
2017-09-14 00:55:48   mouse movement trajectory: ( 74, 264 )
2017-09-14 00:55:48   mouse movement trajectory: ( 176, 338 )
2017-09-14 00:55:48   mouse movement trajectory: ( 78, 270 )
2017-09-14 00:55:48   mouse movement trajectory: ( 80, 270 )
2017-09-14 00:55:48   mouse movement trajectory: ( 530, 390 )
2017-09-14 00:55:48   mouse movement trajectory: ( 84, 274 )
2017-09-14 00:55:48   mouse movement trajectory: ( 540, 390 )
2017-09-14 00:55:48   mouse movement trajectory: ( 174, 336 )
2017-09-14 00:55:48   mouse movement trajectory: ( 86, 276 )
2017-09-14 00:55:48   mouse movement trajectory: ( 550, 392 )
2017-09-14 00:55:48   mouse movement trajectory: ( 580, 398 )
2017-09-14 00:55:48   mouse movement trajectory: ( 88, 276 )
2017-09-14 00:55:48   mouse movement trajectory: ( 90, 276 )
2017-09-14 00:55:48   mouse movement trajectory: ( 106, 276 )
2017-09-14 00:55:49   mouse movement trajectory: ( 220, 296 )
2017-09-14 00:55:49   mouse movement trajectory: ( 622, 408 )
2017-09-14 00:55:49   mouse movement trajectory: ( 258, 306 )
2017-09-14 00:55:49   mouse movement trajectory: ( 436, 296 )
2017-09-14 00:55:49   mouse movement trajectory: ( 268, 310 )
2017-09-14 00:55:49   mouse movement trajectory: ( 648, 414 )
2017-09-14 00:55:49   mouse movement trajectory: ( 274, 310 )
2017-09-14 00:55:49   mouse movement trajectory: ( 174, 332 )
2017-09-14 00:55:49   mouse movement trajectory: ( 278, 310 )
2017-09-14 00:55:49   mouse movement trajectory: ( 142, 402 )
2017-09-14 00:55:49   mouse movement trajectory: ( 686, 424 )
2017-09-14 00:55:49   mouse movement trajectory: ( 280, 310 )
2017-09-14 00:55:49   mouse movement trajectory: ( 284, 310 )
2017-09-14 00:55:49   mouse movement trajectory: ( 288, 312 )
2017-09-14 00:55:49   mouse movement trajectory: ( 290, 312 )
2017-09-14 00:55:49   mouse movement trajectory: ( 292, 312 )
2017-09-14 00:55:49   mouse movement trajectory: ( 292, 314 )
2017-09-14 00:55:49   mouse movement trajectory: ( 696, 426 )
2017-09-14 00:55:50   mouse movement trajectory: ( 706, 428 )
2017-09-14 00:55:50   mouse movement trajectory: ( 718, 432 )
2017-09-14 00:55:50   mouse movement trajectory: ( 720, 432 )
2017-09-14 00:55:50   mouse movement trajectory: ( 722, 432 )
2017-09-14 00:55:50   mouse movement trajectory: ( 144, 402 )
2017-09-14 00:55:50   mouse movement trajectory: ( 146, 402 )
2017-09-14 00:55:50   mouse movement trajectory: ( 436, 298 )
2017-09-14 00:55:50   mouse movement trajectory: ( 150, 402 )
2017-09-14 00:55:50   mouse movement trajectory: ( 722, 430 )
2017-09-14 00:55:50   mouse movement trajectory: ( 690, 262 )
2017-09-14 00:55:50   mouse movement trajectory: ( 438, 300 )
2017-09-14 00:55:50   mouse movement trajectory: ( 676, 108 )
2017-09-14 00:55:50   mouse movement trajectory: ( 438, 302 )
2017-09-14 00:55:50   mouse movement trajectory: ( 678, 52 )
2017-09-14 00:55:50   mouse movement trajectory: ( 680, 40 )
2017-09-14 00:55:50   mouse movement trajectory: ( 294, 314 )
2017-09-14 00:55:50   mouse movement trajectory: ( 684, 32 )
2017-09-14 00:55:50   mouse movement trajectory: ( 300, 320 )
2017-09-14 00:55:51   mouse movement trajectory: ( 306, 326 )
2017-09-14 00:55:51   mouse movement trajectory: ( 686, 24 )
2017-09-14 00:55:51   mouse movement trajectory: ( 308, 328 )
2017-09-14 00:55:51   mouse movement trajectory: ( 316, 338 )
2017-09-14 00:55:51   mouse movement trajectory: ( 320, 344 )
2017-09-14 00:55:51   mouse movement trajectory: ( 688, 20 )
2017-09-14 00:55:51   mouse movement trajectory: ( 154, 402 )
2017-09-14 00:55:51   mouse movement trajectory: ( 440, 306 )
2017-09-14 00:55:51   mouse movement trajectory: ( 688, 18 )
2017-09-14 00:55:51   mouse movement trajectory: ( 440, 310 )
2017-09-14 00:55:51   mouse movement trajectory: ( 440, 314 )
2017-09-14 00:55:51   mouse movement trajectory: ( 690, 18 )
2017-09-14 00:55:51   mouse movement trajectory: ( 690, 20 )
2017-09-14 00:55:51   mouse movement trajectory: ( 440, 318 )
2017-09-14 00:55:51   mouse movement trajectory: ( 690, 26 )
2017-09-14 00:55:51   mouse movement trajectory: ( 440, 320 )
2017-09-14 00:55:51   mouse movement trajectory: ( 158, 402 )
2017-09-14 00:55:51   mouse movement trajectory: ( 160, 402 )
2017-09-14 00:55:51   mouse movement trajectory: ( 690, 28 )
2017-09-14 00:55:52   mouse movement trajectory: ( 690, 30 )
2017-09-14 00:55:52   mouse movement trajectory: ( 162, 402 )
2017-09-14 00:55:52   mouse movement trajectory: ( 174, 330 )
2017-09-14 00:55:52   mouse movement trajectory: ( 172, 328 )
2017-09-14 00:55:52   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:55:52   mouse movement trajectory: ( 320, 340 )
2017-09-14 00:55:52   mouse movement trajectory: ( 322, 336 )
2017-09-14 00:55:52   mouse movement trajectory: ( 172, 324 )
2017-09-14 00:55:52   mouse movement trajectory: ( 322, 332 )
2017-09-14 00:55:52   mouse movement trajectory: ( 324, 328 )
2017-09-14 00:55:52   mouse movement trajectory: ( 324, 326 )
2017-09-14 00:55:52   mouse movement trajectory: ( 326, 326 )
2017-09-14 00:55:52   mouse movement trajectory: ( 234, 320 )
2017-09-14 00:55:52   mouse movement trajectory: ( 230, 328 )
2017-09-14 00:55:52   mouse movement trajectory: ( 134, 394 )
2017-09-14 00:55:52   mouse movement trajectory: ( 228, 328 )
2017-09-14 00:55:52   mouse movement trajectory: ( 114, 388 )
2017-09-14 00:55:52   mouse movement trajectory: ( 680, 30 )
2017-09-14 00:55:53   mouse movement trajectory: ( 168, 336 )
2017-09-14 00:55:53   mouse movement trajectory: ( 112, 388 )
2017-09-14 00:55:53   mouse movement trajectory: ( 644, 26 )
2017-09-14 00:55:53   mouse movement trajectory: ( 618, 24 )
2017-09-14 00:55:53   mouse movement trajectory: ( 560, 22 )
2017-09-14 00:55:53   mouse movement trajectory: ( 538, 22 )
2017-09-14 00:55:53   mouse movement trajectory: ( 506, 24 )
2017-09-14 00:55:53   mouse movement trajectory: ( 442, 320 )
2017-09-14 00:55:53   mouse movement trajectory: ( 486, 26 )
2017-09-14 00:55:53   mouse movement trajectory: ( 446, 320 )
2017-09-14 00:55:53   mouse movement trajectory: ( 482, 28 )
2017-09-14 00:55:53   mouse movement trajectory: ( 478, 28 )
2017-09-14 00:55:53   mouse movement trajectory: ( 476, 28 )
2017-09-14 00:55:53   mouse movement trajectory: ( 328, 322 )
2017-09-14 00:55:53   mouse movement trajectory: ( 348, 300 )
2017-09-14 00:55:53   mouse movement trajectory: ( 474, 30 )
2017-09-14 00:55:53   mouse movement trajectory: ( 354, 296 )
2017-09-14 00:55:53   mouse movement trajectory: ( 472, 30 )
2017-09-14 00:55:54   mouse movement trajectory: ( 468, 34 )
2017-09-14 00:55:54   mouse movement trajectory: ( 358, 294 )
2017-09-14 00:55:54   mouse movement trajectory: ( 466, 34 )
2017-09-14 00:55:54   mouse movement trajectory: ( 360, 292 )
2017-09-14 00:55:54   mouse movement trajectory: ( 362, 292 )
2017-09-14 00:55:54   mouse movement trajectory: ( 364, 290 )
2017-09-14 00:55:54   mouse movement trajectory: ( 368, 290 )
2017-09-14 00:55:54   mouse movement trajectory: ( 464, 34 )
2017-09-14 00:55:54   mouse movement trajectory: ( 370, 290 )
2017-09-14 00:55:54   mouse movement trajectory: ( 220, 332 )
2017-09-14 00:55:54   mouse movement trajectory: ( 372, 290 )
2017-09-14 00:55:54   mouse movement trajectory: ( 450, 320 )
2017-09-14 00:55:54   mouse movement trajectory: ( 462, 34 )
2017-09-14 00:55:54   mouse movement trajectory: ( 472, 316 )
2017-09-14 00:55:54   mouse movement trajectory: ( 512, 312 )
2017-09-14 00:55:54   mouse movement trajectory: ( 112, 386 )
2017-09-14 00:55:54   mouse movement trajectory: ( 534, 312 )
2017-09-14 00:55:54   mouse movement trajectory: ( 214, 334 )
2017-09-14 00:55:55   mouse movement trajectory: ( 372, 288 )
2017-09-14 00:55:55   mouse movement trajectory: ( 576, 310 )
2017-09-14 00:55:55   mouse movement trajectory: ( 378, 288 )
2017-09-14 00:55:55   mouse movement trajectory: ( 460, 34 )
2017-09-14 00:55:55   mouse movement trajectory: ( 454, 34 )
2017-09-14 00:55:55   mouse movement trajectory: ( 380, 288 )
2017-09-14 00:55:55   mouse movement trajectory: ( 602, 312 )
2017-09-14 00:55:55   mouse movement trajectory: ( 382, 288 )
2017-09-14 00:55:55   mouse movement trajectory: ( 434, 34 )
2017-09-14 00:55:55   mouse movement trajectory: ( 614, 314 )
2017-09-14 00:55:55   mouse movement trajectory: ( 632, 322 )
2017-09-14 00:55:55   mouse movement trajectory: ( 418, 30 )
2017-09-14 00:55:55   mouse movement trajectory: ( 376, 24 )
2017-09-14 00:55:55   mouse movement trajectory: ( 648, 330 )
2017-09-14 00:55:55   mouse movement trajectory: ( 350, 16 )
2017-09-14 00:55:55   mouse movement trajectory: ( 342, 14 )
2017-09-14 00:55:56   mouse movement trajectory: ( 328, 12 )
2017-09-14 00:55:56   mouse movement trajectory: ( 318, 12 )
2017-09-14 00:55:56   mouse movement trajectory: ( 316, 12 )
2017-09-14 00:55:56   mouse movement trajectory: ( 654, 336 )
2017-09-14 00:55:56   mouse movement trajectory: ( 664, 342 )
2017-09-14 00:55:56   mouse movement trajectory: ( 316, 14 )
2017-09-14 00:55:56   mouse movement trajectory: ( 314, 16 )
2017-09-14 00:55:56   mouse movement trajectory: ( 674, 350 )
2017-09-14 00:55:56   mouse movement trajectory: ( 314, 18 )
2017-09-14 00:55:56   mouse movement trajectory: ( 314, 20 )
2017-09-14 00:55:56   mouse movement trajectory: ( 676, 350 )
2017-09-14 00:55:56   mouse movement trajectory: ( 314, 22 )
2017-09-14 00:55:56   mouse movement trajectory: ( 166, 340 )
2017-09-14 00:55:56   mouse movement trajectory: ( 312, 22 )
2017-09-14 00:55:56   mouse movement trajectory: ( 680, 352 )
2017-09-14 00:55:56   mouse movement trajectory: ( 310, 24 )
2017-09-14 00:55:57   mouse movement trajectory: ( 308, 24 )
2017-09-14 00:55:57   mouse movement trajectory: ( 306, 26 )
2017-09-14 00:55:57   mouse movement trajectory: ( 304, 26 )
